time,temperature_2m,relative_humidity_2m,rain,cloudcover,windspeed_10m
2024-07-26T06:00,23.6,96,0.4,100,8.9
2024-07-26T07:00,23.7,97,0.3,100,9.0
2024-07-26T08:00,24.2,95,0.7,100,9.6
2024-07-26T09:00,25.1,89,0.5,100,10.0
2024-07-26T10:00,25.8,86,0.4,100,10.8
2024-07-26T11:00,26.1,86,1.0,100,13.9
2024-07-26T12:00,27.8,80,0.1,100,14.1
2024-07-26T13:00,25.5,87,2.2,100,17.7
2024-07-26T14:00,28.3,80,0.1,100,17.2
2024-07-26T15:00,27.4,79,0.6,100,18.0
2024-07-26T16:00,28.3,78,0.0,100,16.7
2024-07-26T17:00,26.6,83,0.7,100,14.3
2024-07-26T18:00,24.9,91,2.6,100,10.7
2024-07-26T19:00,24.4,94,0.1,100,10.0
2024-07-26T20:00,24.2,94,0.0,100,7.8
2024-07-26T21:00,24.0,95,0.1,100,6.0
2024-07-26T22:00,23.8,95,0.0,100,8.6
2024-07-26T23:00,23.8,94,0.0,100,8.1
2024-07-27T00:00,23.6,95,0.1,100,8.8
2024-07-27T01:00,23.1,97,0.5,100,11.2
2024-07-27T02:00,23.2,96,0.8,100,11.2
2024-07-27T03:00,23.3,95,0.3,100,7.9
2024-07-27T04:00,23.3,96,0.3,100,9.0
2024-07-27T05:00,23.2,95,0.2,100,8.8
2024-07-27T06:00,24.1,92,0.0,100,11.8
2024-07-27T07:00,24.9,89,0.0,100,13.3
2024-07-27T08:00,26.1,86,0.0,100,13.8
2024-07-27T09:00,27.1,82,0.0,100,17.4
2024-07-27T10:00,27.4,81,0.1,99,18.1
2024-07-27T11:00,28.0,79,0.3,99,20.3
2024-07-27T12:00,29.0,75,0.4,99,23.3
2024-07-27T13:00,29.3,75,0.2,98,20.8
2024-07-27T14:00,30.5,65,0.1,95,23.9
2024-07-27T15:00,30.5,61,0.1,62,26.0
2024-07-27T16:00,28.7,72,0.1,22,22.9
2024-07-27T17:00,28.0,76,0.0,50,17.8
2024-07-27T18:00,27.8,74,0.0,99,17.3
2024-07-27T19:00,26.9,80,0.0,100,15.4
2024-07-27T20:00,26.5,82,0.0,100,15.5
2024-07-27T21:00,26.4,83,0.0,100,15.5
2024-07-27T22:00,26.1,85,0.0,100,15.2
2024-07-27T23:00,25.8,87,0.0,100,14.4
2024-07-28T00:00,25.4,90,0.0,100,12.2
2024-07-28T01:00,25.2,91,0.1,100,11.9
2024-07-28T02:00,24.8,92,0.1,100,14.2
2024-07-28T03:00,24.5,91,0.0,99,12.8
2024-07-28T04:00,24.1,91,0.0,100,12.3
2024-07-28T05:00,23.8,91,0.0,100,12.2
2024-07-28T06:00,23.5,94,0.0,100,10.8
2024-07-28T07:00,24.3,93,0.0,100,9.6
2024-07-28T08:00,25.7,89,0.0,96,10.0
2024-07-28T09:00,27.4,81,0.1,99,10.6
2024-07-28T10:00,28.4,76,0.0,99,15.6
2024-07-28T11:00,28.9,77,0.2,98,19.5
2024-07-28T12:00,29.0,70,0.4,100,22.1
2024-07-28T13:00,28.9,73,0.2,99,18.8
2024-07-28T14:00,29.5,71,0.2,100,20.6
2024-07-28T15:00,28.9,71,0.3,99,21.8
2024-07-28T16:00,27.4,80,0.3,92,21.3
2024-07-28T17:00,26.5,87,0.5,75,16.8
2024-07-28T18:00,25.4,87,0.5,88,13.0
2024-07-28T19:00,24.7,92,0.0,100,8.7
2024-07-28T20:00,24.0,97,1.3,100,9.5
2024-07-28T21:00,24.1,96,0.2,100,6.5
2024-07-28T22:00,23.9,97,1.3,100,7.2
2024-07-28T23:00,23.7,97,0.1,100,7.2
2024-07-29T00:00,23.6,98,0.1,100,7.9
2024-07-29T01:00,23.5,99,0.2,100,8.2
2024-07-29T02:00,23.5,98,0.1,100,7.4
2024-07-29T03:00,23.4,98,0.3,100,8.3
2024-07-29T04:00,23.1,98,0.2,100,3.1
2024-07-29T05:00,23.0,98,0.3,100,6.0
2024-07-29T06:00,23.6,96,0.0,100,6.1
2024-07-29T07:00,23.9,95,0.2,100,7.9
2024-07-29T08:00,24.8,91,0.1,100,11.0
2024-07-29T09:00,25.2,91,0.3,100,10.4
2024-07-29T10:00,26.1,86,0.1,100,11.3
2024-07-29T11:00,27.7,81,0.3,100,15.0
2024-07-29T12:00,25.6,91,10.0,100,15.3
2024-07-29T13:00,26.3,86,0.3,100,15.5
2024-07-29T14:00,26.2,85,1.2,100,18.3
2024-07-29T15:00,26.1,87,0.8,100,14.8
2024-07-29T16:00,25.3,91,0.6,99,14.2
2024-07-29T17:00,25.4,88,0.7,100,11.6
2024-07-29T18:00,24.3,94,8.7,100,11.3
2024-07-29T19:00,23.9,96,2.6,100,10.7
2024-07-29T20:00,23.8,97,4.1,100,10.2
2024-07-29T21:00,23.9,95,5.4,100,10.0
2024-07-29T22:00,23.7,95,2.5,100,8.4
2024-07-29T23:00,23.5,96,2.3,100,10.6
2024-07-30T00:00,23.4,97,2.3,100,9.8
2024-07-30T01:00,23.3,98,2.2,100,9.2
2024-07-30T02:00,23.3,98,1.7,100,8.4
2024-07-30T03:00,23.1,98,1.7,100,8.4
2024-07-30T04:00,23.2,98,2.3,100,6.4
2024-07-30T05:00,23.2,98,3.1,100,5.6
2024-07-30T06:00,23.3,97,6.0,100,2.5
2024-07-30T07:00,23.4,97,5.1,100,3.7
2024-07-30T08:00,23.5,97,5.2,100,8.3
2024-07-30T09:00,23.8,96,3.2,100,10.1
2024-07-30T10:00,24.4,93,2.9,100,11.8
2024-07-30T11:00,25.3,93,1.3,100,8.8
2024-07-30T12:00,26.4,90,0.8,100,8.6
2024-07-30T13:00,25.7,90,1.8,100,12.6
2024-07-30T14:00,25.1,92,1.8,100,13.5
2024-07-30T15:00,25.1,92,0.9,100,9.9
2024-07-30T16:00,25.3,92,0.8,100,11.7
2024-07-30T17:00,25.2,91,0.5,100,10.1
2024-07-30T18:00,24.5,94,1.1,97,9.6
2024-07-30T19:00,24.0,96,1.0,100,10.0
2024-07-30T20:00,23.7,96,0.3,99,9.4
2024-07-30T21:00,23.6,95,0.8,100,9.5
2024-07-30T22:00,23.5,95,0.3,100,9.5
2024-07-30T23:00,23.3,96,0.5,100,9.8
2024-07-31T00:00,23.2,96,1.3,100,9.0
2024-07-31T01:00,23.1,96,0.4,100,9.7
2024-07-31T02:00,23.2,95,0.8,97,9.5
2024-07-31T03:00,23.0,96,0.0,100,7.1
2024-07-31T04:00,22.8,98,2.0,100,9.8
2024-07-31T05:00,22.8,97,2.7,100,6.5
2024-07-31T06:00,23.2,98,0.5,100,4.4
2024-07-31T07:00,23.7,96,0.7,100,4.1
2024-07-31T08:00,24.0,97,2.1,100,5.4
2024-07-31T09:00,24.5,94,1.7,100,6.0
2024-07-31T10:00,25.0,91,0.6,100,5.4
2024-07-31T11:00,26.5,84,0.2,100,6.2
2024-07-31T12:00,27.1,82,1.0,100,10.5
2024-07-31T13:00,25.8,86,15.7,95,14.2
2024-07-31T14:00,25.1,91,0.6,96,12.6
2024-07-31T15:00,25.5,92,1.2,100,12.9
2024-07-31T16:00,24.6,95,1.9,100,7.3
2024-07-31T17:00,24.7,96,1.5,100,4.0
2024-07-31T18:00,24.6,96,2.2,100,4.3
2024-07-31T19:00,24.4,97,1.0,100,5.9
2024-07-31T20:00,24.2,97,1.0,100,9.6
2024-07-31T21:00,24.1,97,0.3,100,8.9
2024-07-31T22:00,24.0,97,0.0,100,7.4
2024-07-31T23:00,23.9,97,0.0,100,7.2
2024-08-01T00:00,23.8,98,0.0,100,5.3
2024-08-01T01:00,23.6,99,0.0,100,5.6
2024-08-01T02:00,23.3,99,0.0,100,7.0
2024-08-01T03:00,23.3,99,0.4,100,4.5
2024-08-01T04:00,23.3,99,0.0,100,5.4
2024-08-01T05:00,23.3,99,0.1,100,6.6
2024-08-01T06:00,23.6,96,0.0,100,4.6
2024-08-01T07:00,24.0,96,1.8,100,5.4
2024-08-01T08:00,24.4,94,0.5,100,7.9
2024-08-01T09:00,24.6,95,0.7,100,5.5
2024-08-01T10:00,24.7,93,0.8,100,5.9
2024-08-01T11:00,25.8,88,0.7,100,10.0
2024-08-01T12:00,26.1,87,3.3,100,10.9
2024-08-01T13:00,26.8,84,0.1,100,9.6
2024-08-01T14:00,27.1,81,0.1,100,10.4
2024-08-01T15:00,26.7,83,0.4,100,12.7
2024-08-01T16:00,27.3,81,0.0,100,12.6
2024-08-01T17:00,25.6,87,0.9,100,13.2
2024-08-01T18:00,24.5,96,1.1,100,9.4
2024-08-01T19:00,23.7,98,6.4,100,9.8
2024-08-01T20:00,23.5,97,2.0,100,7.0
2024-08-01T21:00,23.5,98,2.1,100,4.7
2024-08-01T22:00,23.5,98,0.2,100,3.3
2024-08-01T23:00,23.2,98,0.9,100,8.1
2024-08-02T00:00,23.2,98,0.6,100,5.1
2024-08-02T01:00,22.9,98,0.0,100,7.5
2024-08-02T02:00,22.9,98,0.1,100,7.7
2024-08-02T03:00,23.0,98,0.2,100,6.9
2024-08-02T04:00,22.9,98,0.0,100,6.5
2024-08-02T05:00,23.1,98,0.0,100,7.6
2024-08-02T06:00,23.6,98,0.1,100,6.3
2024-08-02T07:00,24.4,94,0.0,100,7.3
2024-08-02T08:00,25.7,89,0.2,100,6.9
2024-08-02T09:00,26.5,87,0.1,100,7.6
2024-08-02T10:00,28.0,79,0.0,100,11.3
2024-08-02T11:00,26.5,81,2.3,100,15.3
2024-08-02T12:00,25.9,87,2.0,100,14.6
2024-08-02T13:00,28.4,78,0.1,100,12.4
2024-08-02T14:00,29.1,73,0.1,100,14.6
2024-08-02T15:00,29.1,70,0.0,100,17.3
2024-08-02T16:00,28.1,75,0.2,100,15.4
2024-08-02T17:00,27.5,78,0.2,100,14.6
2024-08-02T18:00,26.3,83,0.6,100,9.1
2024-08-02T19:00,25.5,87,0.0,100,8.3
2024-08-02T20:00,24.8,91,0.0,100,8.5
2024-08-02T21:00,24.5,93,0.0,100,9.1
2024-08-02T22:00,24.3,93,0.0,100,9.3
2024-08-02T23:00,24.0,94,0.0,100,8.0
2024-08-03T00:00,23.9,95,0.0,100,7.9
2024-08-03T01:00,23.6,96,0.0,100,7.5
2024-08-03T02:00,23.6,96,0.0,100,7.5
2024-08-03T03:00,23.5,97,0.0,100,5.9
2024-08-03T04:00,23.3,97,0.0,100,4.1
2024-08-03T05:00,23.2,96,0.0,100,4.8
2024-08-03T06:00,23.6,94,0.0,100,5.6
2024-08-03T07:00,24.8,90,0.0,100,5.0
2024-08-03T08:00,26.5,83,0.0,100,4.7
2024-08-03T09:00,28.0,75,0.1,100,8.7
2024-08-03T10:00,28.5,73,0.2,100,14.3
2024-08-03T11:00,28.8,73,0.1,100,16.8
2024-08-03T12:00,27.5,82,1.7,100,12.6
2024-08-03T13:00,28.7,76,0.2,100,14.5
2024-08-03T14:00,28.7,76,0.3,100,12.1
2024-08-03T15:00,28.8,72,0.1,100,15.4
2024-08-03T16:00,28.6,70,0.0,100,15.6
2024-08-03T17:00,27.9,74,0.0,100,14.6
2024-08-03T18:00,26.5,80,0.0,100,12.7
2024-08-03T19:00,25.6,84,0.0,100,10.8
2024-08-03T20:00,25.0,88,0.0,100,10.1
2024-08-03T21:00,24.7,91,0.7,100,9.4
2024-08-03T22:00,24.3,96,2.7,100,9.7
2024-08-03T23:00,24.1,96,2.0,100,8.3
2024-08-04T00:00,23.9,97,2.5,100,7.9
2024-08-04T01:00,23.9,97,2.6,100,8.4
2024-08-04T02:00,23.6,98,0.8,100,9.0
2024-08-04T03:00,23.1,98,5.1,100,7.8
2024-08-04T04:00,23.1,98,1.5,99,6.9
2024-08-04T05:00,23.0,98,0.9,100,7.5
2024-08-04T06:00,23.8,96,0.1,100,4.4
2024-08-04T07:00,24.3,93,0.0,100,5.8
2024-08-04T08:00,24.9,91,0.0,100,7.9
2024-08-04T09:00,26.3,86,0.0,100,7.7
2024-08-04T10:00,28.0,78,0.0,95,11.8
2024-08-04T11:00,29.4,70,0.1,89,15.2
2024-08-04T12:00,30.7,64,0.0,95,16.9
2024-08-04T13:00,31.2,61,0.0,97,18.0
2024-08-04T14:00,30.3,64,0.6,96,20.2
2024-08-04T15:00,28.9,74,1.1,99,17.7
2024-08-04T16:00,28.8,74,0.0,98,17.2
2024-08-04T17:00,27.9,78,0.0,87,15.3
2024-08-04T18:00,26.7,83,0.0,59,13.7
2024-08-04T19:00,25.9,85,0.0,90,13.3
2024-08-04T20:00,25.4,88,0.0,50,12.3
2024-08-04T21:00,25.1,90,0.0,100,10.8
2024-08-04T22:00,24.9,92,0.0,100,10.8
2024-08-04T23:00,24.7,93,0.0,100,10.1
2024-08-05T00:00,24.6,94,0.0,93,8.0
2024-08-05T01:00,24.4,94,0.0,100,5.9
2024-08-05T02:00,24.1,96,0.0,100,6.1
2024-08-05T03:00,23.8,96,0.0,99,6.9
2024-08-05T04:00,23.6,96,0.0,100,12.1
2024-08-05T05:00,23.3,96,0.0,100,4.4
2024-08-05T06:00,23.7,94,0.0,100,3.3
2024-08-05T07:00,24.5,92,0.0,99,1.9
2024-08-05T08:00,26.0,87,0.0,99,2.8
2024-08-05T09:00,27.9,80,0.0,100,6.3
2024-08-05T10:00,29.3,73,0.1,100,10.9
2024-08-05T11:00,30.0,70,0.2,100,11.5
2024-08-05T12:00,30.3,70,0.2,94,11.9
2024-08-05T13:00,29.1,75,3.1,99,12.5
2024-08-05T14:00,28.5,74,0.2,100,11.2
2024-08-05T15:00,27.1,80,3.4,100,12.7
2024-08-05T16:00,26.0,86,0.7,100,10.4
2024-08-05T17:00,25.2,90,2.0,98,11.5
2024-08-05T18:00,25.8,86,0.6,100,10.5
2024-08-05T19:00,24.4,94,2.3,100,9.7
2024-08-05T20:00,24.3,95,2.4,100,1.3
2024-08-05T21:00,24.0,96,1.9,100,4.6
2024-08-05T22:00,23.9,96,1.3,100,2.9
2024-08-05T23:00,23.4,98,3.5,100,7.3
2024-08-06T00:00,23.0,99,5.8,100,5.2
2024-08-06T01:00,22.8,100,3.9,100,6.9
2024-08-06T02:00,23.1,98,2.4,100,5.1
2024-08-06T03:00,23.2,98,5.5,100,4.5
2024-08-06T04:00,23.1,96,6.9,96,3.3
2024-08-06T05:00,23.2,96,0.4,100,3.1
2024-08-06T06:00,23.5,96,0.0,100,2.6
2024-08-06T07:00,24.2,94,0.0,100,2.2
2024-08-06T08:00,25.4,87,0.0,100,7.4
2024-08-06T09:00,26.7,83,0.1,100,9.6
2024-08-06T10:00,27.4,80,0.1,100,10.5
2024-08-06T11:00,28.1,76,0.1,100,12.2
2024-08-06T12:00,29.5,73,0.2,100,12.6
2024-08-06T13:00,28.7,74,1.9,100,13.0
2024-08-06T14:00,28.7,77,1.0,100,13.0
2024-08-06T15:00,27.4,83,2.9,93,11.8
2024-08-06T16:00,27.1,82,1.7,98,13.9
2024-08-06T17:00,26.9,84,0.2,100,12.1
2024-08-06T18:00,25.8,88,0.5,100,9.2
2024-08-06T19:00,25.1,91,0.2,100,9.0
2024-08-06T20:00,24.7,94,0.3,100,8.6
2024-08-06T21:00,24.6,95,0.4,100,8.3
2024-08-06T22:00,24.5,95,0.5,100,7.3
2024-08-06T23:00,24.2,97,0.3,100,6.5
2024-08-07T00:00,24.2,97,0.0,100,4.6
2024-08-07T01:00,24.0,98,0.0,100,5.3
2024-08-07T02:00,24.0,98,0.0,100,5.8
2024-08-07T03:00,24.0,98,0.1,100,5.9
2024-08-07T04:00,23.9,98,0.1,100,7.6
2024-08-07T05:00,23.9,98,0.0,100,6.3
2024-08-07T06:00,23.8,98,0.0,100,3.6
2024-08-07T07:00,24.8,94,0.0,100,7.9
2024-08-07T08:00,26.2,86,0.0,100,8.6
2024-08-07T09:00,27.3,82,0.1,100,11.3
2024-08-07T10:00,28.8,78,0.1,100,10.9
2024-08-07T11:00,29.7,74,0.1,100,12.7
2024-08-07T12:00,30.6,68,0.0,100,15.5
2024-08-07T13:00,27.8,81,2.1,100,16.2
2024-08-07T14:00,27.9,79,0.2,100,14.0
2024-08-07T15:00,27.6,77,0.9,100,16.8
2024-08-07T16:00,27.2,80,0.1,100,13.0
2024-08-07T17:00,26.8,82,0.1,100,11.2
2024-08-07T18:00,26.7,81,0.1,100,11.9
2024-08-07T19:00,25.9,88,0.0,100,10.1
2024-08-07T20:00,25.4,88,0.2,100,9.5
2024-08-07T21:00,25.1,91,0.2,100,8.6
2024-08-07T22:00,24.9,93,0.0,100,9.8
2024-08-07T23:00,24.7,92,0.0,100,10.9
2024-08-08T00:00,24.2,94,0.0,100,10.4
2024-08-08T01:00,23.9,94,0.0,100,9.4
2024-08-08T02:00,23.8,94,0.0,100,9.7
2024-08-08T03:00,23.7,94,0.0,100,9.2
2024-08-08T04:00,23.8,94,0.0,100,9.1
2024-08-08T05:00,23.7,93,0.1,100,7.9
2024-08-08T06:00,23.9,96,0.9,100,5.2
2024-08-08T07:00,24.1,95,2.4,100,6.1
2024-08-08T08:00,24.4,94,1.2,100,9.6
2024-08-08T09:00,25.8,86,0.3,100,12.0
2024-08-08T10:00,25.7,87,0.4,100,10.7
2024-08-08T11:00,26.5,87,0.3,90,11.3
2024-08-08T12:00,27.9,81,0.4,20,12.6
2024-08-08T13:00,28.9,77,0.2,55,12.5
2024-08-08T14:00,28.6,76,0.2,100,13.0
2024-08-08T15:00,25.3,91,5.7,100,9.0
2024-08-08T16:00,25.8,90,0.9,96,11.3
2024-08-08T17:00,25.9,88,0.2,100,10.7
2024-08-08T18:00,25.4,88,0.0,100,10.5
2024-08-08T19:00,24.8,92,0.5,100,8.4
2024-08-08T20:00,24.5,95,0.2,100,6.5
2024-08-08T21:00,24.3,95,0.1,99,8.4
2024-08-08T22:00,24.0,96,0.1,100,7.4
2024-08-08T23:00,23.7,97,0.1,100,6.2
2024-08-09T00:00,23.6,98,0.0,100,6.2
2024-08-09T01:00,23.5,98,0.0,100,6.0
2024-08-09T02:00,23.4,98,0.0,100,5.8
2024-08-09T03:00,23.1,98,0.0,100,4.2
2024-08-09T04:00,23.1,99,0.0,100,4.8
2024-08-09T05:00,23.1,98,0.0,100,4.5
2024-08-09T06:00,23.3,98,0.0,100,1.5
2024-08-09T07:00,24.4,94,0.0,100,3.4
2024-08-09T08:00,25.7,87,0.0,100,8.0
2024-08-09T09:00,27.3,79,0.0,99,10.6
2024-08-09T10:00,29.0,71,0.0,96,13.1
2024-08-09T11:00,30.2,66,0.1,81,15.5
2024-08-09T12:00,30.9,63,0.1,47,17.3
2024-08-09T13:00,30.8,63,0.1,55,18.6
2024-08-09T14:00,30.3,66,0.2,55,19.9
2024-08-09T15:00,29.2,71,1.2,93,18.8
2024-08-09T16:00,28.8,73,0.7,98,13.8
2024-08-09T17:00,26.9,85,1.9,98,11.6
2024-08-09T18:00,26.4,83,0.0,73,12.7
2024-08-09T19:00,25.6,87,0.0,93,10.8
2024-08-09T20:00,25.4,88,0.0,100,8.2
2024-08-09T21:00,25.2,90,0.0,100,7.1
2024-08-09T22:00,25.0,91,0.0,100,5.3
2024-08-09T23:00,24.9,92,0.0,100,7.0
2024-08-10T00:00,24.7,93,0.0,100,6.0
2024-08-10T01:00,24.5,94,0.3,100,6.8
2024-08-10T02:00,24.6,94,0.1,100,7.2
2024-08-10T03:00,24.4,95,0.4,100,7.6
2024-08-10T04:00,24.2,96,0.4,100,6.1
2024-08-10T05:00,24.0,97,0.1,100,8.4
2024-08-10T06:00,24.1,97,0.0,100,6.5
2024-08-10T07:00,24.8,94,0.0,100,12.1
2024-08-10T08:00,25.8,90,0.1,100,13.8
2024-08-10T09:00,26.8,85,0.1,98,15.0
2024-08-10T10:00,28.0,78,0.2,90,13.0
2024-08-10T11:00,29.0,75,0.2,49,15.9
2024-08-10T12:00,29.3,74,0.4,80,17.5
2024-08-10T13:00,28.7,78,2.4,70,16.2
2024-08-10T14:00,28.3,77,2.3,96,16.7
2024-08-10T15:00,28.6,76,0.2,100,17.3
2024-08-10T16:00,27.9,79,0.3,97,18.3
2024-08-10T17:00,27.3,82,0.1,100,15.9
2024-08-10T18:00,27.0,83,0.0,100,10.4
2024-08-10T19:00,26.2,87,0.0,100,9.7
2024-08-10T20:00,25.7,89,0.0,99,10.1
2024-08-10T21:00,25.4,91,0.0,81,9.4
2024-08-10T22:00,25.3,91,0.0,88,9.1
2024-08-10T23:00,25.2,92,0.0,92,9.5
2024-08-11T00:00,24.9,93,0.0,100,9.3
2024-08-11T01:00,24.8,93,0.0,100,8.6
2024-08-11T02:00,24.6,94,0.0,80,9.3
2024-08-11T03:00,24.4,94,0.0,67,9.4
2024-08-11T04:00,24.4,94,0.0,95,7.1
2024-08-11T05:00,24.3,94,0.0,36,8.2
2024-08-11T06:00,24.4,96,0.0,100,3.3
2024-08-11T07:00,25.3,92,0.0,100,5.4
2024-08-11T08:00,25.8,89,0.0,100,6.3
2024-08-11T09:00,27.6,80,0.0,96,2.3
2024-08-11T10:00,29.0,74,0.1,80,5.5
2024-08-11T11:00,30.3,69,0.0,99,6.6
2024-08-11T12:00,31.1,66,0.1,97,8.0
2024-08-11T13:00,31.4,63,0.2,99,11.7
2024-08-11T14:00,29.8,71,2.1,100,12.2
2024-08-11T15:00,27.7,80,2.1,100,11.5
2024-08-11T16:00,27.0,86,2.0,95,12.2
2024-08-11T17:00,26.7,88,0.1,99,11.1
2024-08-11T18:00,26.5,87,0.0,100,9.6
2024-08-11T19:00,26.0,90,0.0,100,8.7
2024-08-11T20:00,25.7,90,0.0,85,9.1
2024-08-11T21:00,25.3,92,0.0,46,8.7
2024-08-11T22:00,25.0,93,0.0,100,7.3
2024-08-11T23:00,24.7,94,0.0,100,7.4
2024-08-12T00:00,24.3,96,0.0,92,3.7
2024-08-12T01:00,24.0,96,0.0,84,1.5
2024-08-12T02:00,23.8,98,0.0,100,3.7
2024-08-12T03:00,24.2,97,0.0,100,2.5
2024-08-12T04:00,24.0,98,0.0,100,3.2
2024-08-12T05:00,23.9,99,0.0,100,3.1
2024-08-12T06:00,24.2,98,0.1,100,5.1
2024-08-12T07:00,24.6,96,0.0,100,5.5
2024-08-12T08:00,25.9,91,0.1,100,4.7
2024-08-12T09:00,27.8,82,0.0,93,5.7
2024-08-12T10:00,28.9,76,0.0,40,5.1
2024-08-12T11:00,30.7,68,0.0,49,1.5
2024-08-12T12:00,31.6,64,0.1,87,4.2
2024-08-12T13:00,32.6,60,0.1,69,6.5
2024-08-12T14:00,29.2,77,0.7,88,12.6
2024-08-12T15:00,29.8,77,0.3,69,7.9
2024-08-12T16:00,26.5,88,9.6,95,7.7
2024-08-12T17:00,26.0,91,5.7,99,12.9
2024-08-12T18:00,27.0,88,1.1,83,11.0
2024-08-12T19:00,25.9,92,0.8,75,12.6
2024-08-12T20:00,25.2,94,0.1,81,12.3
2024-08-12T21:00,25.0,94,0.6,97,7.1
2024-08-12T22:00,24.9,94,0.0,97,8.5
2024-08-12T23:00,24.8,94,0.0,98,7.7
2024-08-13T00:00,24.5,96,0.0,100,5.0
2024-08-13T01:00,24.5,96,0.0,100,1.4
2024-08-13T02:00,24.3,97,0.3,100,1.1
2024-08-13T03:00,24.4,96,0.2,100,1.9
2024-08-13T04:00,24.0,99,0.2,100,4.0
2024-08-13T05:00,23.7,99,0.1,100,4.5
2024-08-13T06:00,24.0,98,0.0,62,6.6
2024-08-13T07:00,25.1,93,0.0,32,4.4
2024-08-13T08:00,26.7,87,0.0,29,6.7
2024-08-13T09:00,28.3,82,0.0,32,5.0
2024-08-13T10:00,29.8,74,0.0,41,2.8
2024-08-13T11:00,30.8,72,0.0,39,2.5
2024-08-13T12:00,31.7,69,0.1,100,2.2
2024-08-13T13:00,31.4,69,0.7,100,5.4
2024-08-13T14:00,30.4,73,6.2,95,1.9
2024-08-13T15:00,30.9,72,0.2,98,3.6
2024-08-13T16:00,29.2,79,3.4,90,5.4
2024-08-13T17:00,27.1,83,6.2,100,1.8
2024-08-13T18:00,27.0,90,4.7,91,2.9
2024-08-13T19:00,26.2,94,0.2,86,8.0
2024-08-13T20:00,25.6,98,0.1,89,1.4
2024-08-13T21:00,25.4,99,0.0,82,3.7
2024-08-13T22:00,25.2,98,0.0,100,6.8
2024-08-13T23:00,24.6,98,1.0,100,7.9
2024-08-14T00:00,24.2,99,2.3,95,4.6
2024-08-14T01:00,24.2,99,0.1,100,6.1
2024-08-14T02:00,24.2,98,0.1,100,6.4
2024-08-14T03:00,24.1,99,0.1,98,4.0
2024-08-14T04:00,24.0,99,0.0,97,3.1
2024-08-14T05:00,23.9,99,0.0,84,2.7
2024-08-14T06:00,24.6,97,0.0,97,2.4
2024-08-14T07:00,25.1,94,0.0,100,2.7
2024-08-14T08:00,26.6,87,0.0,86,4.4
2024-08-14T09:00,28.1,81,0.1,46,4.7
2024-08-14T10:00,29.4,77,0.1,64,2.8
2024-08-14T11:00,30.9,72,0.0,83,3.1
2024-08-14T12:00,31.9,66,0.1,99,3.3
2024-08-14T13:00,28.8,78,1.3,100,3.7
2024-08-14T14:00,27.0,84,9.6,98,8.2
2024-08-14T15:00,27.6,84,0.3,94,5.7
2024-08-14T16:00,27.2,86,0.3,100,4.4
2024-08-14T17:00,26.4,90,1.8,100,2.2
2024-08-14T18:00,26.2,90,0.4,100,3.1
2024-08-14T19:00,25.7,93,0.3,100,4.5
2024-08-14T20:00,25.3,94,0.1,100,7.0
2024-08-14T21:00,25.0,95,0.2,100,5.0
2024-08-14T22:00,24.9,96,0.2,100,2.6
2024-08-14T23:00,24.9,95,0.1,100,0.8
2024-08-15T00:00,24.7,98,0.0,100,4.0
2024-08-15T01:00,24.5,97,0.0,100,4.6
2024-08-15T02:00,24.2,99,0.0,99,4.1
2024-08-15T03:00,23.8,99,0.0,95,2.7
2024-08-15T04:00,23.6,99,0.0,100,2.9
2024-08-15T05:00,23.5,100,0.0,77,3.6
2024-08-15T06:00,24.4,97,0.0,99,2.3
2024-08-15T07:00,25.2,93,0.0,100,6.2
2024-08-15T08:00,26.2,87,0.0,100,4.7
2024-08-15T09:00,27.6,79,0.0,97,3.8
2024-08-15T10:00,29.2,71,0.0,100,0.8
2024-08-15T11:00,30.3,66,0.0,100,2.1
2024-08-15T12:00,31.1,63,0.0,100,4.2
2024-08-15T13:00,31.7,61,0.2,100,6.0
2024-08-15T14:00,30.8,65,0.2,99,8.0
2024-08-15T15:00,29.5,73,0.2,100,9.1
2024-08-15T16:00,27.0,86,4.2,100,10.2
2024-08-15T17:00,27.2,86,1.9,100,5.6
2024-08-15T18:00,27.9,82,0.0,100,5.7
2024-08-15T19:00,27.0,86,0.0,97,7.1
2024-08-15T20:00,26.2,89,0.0,100,9.0
2024-08-15T21:00,25.4,93,0.0,100,10.0
2024-08-15T22:00,25.2,94,0.0,99,8.4
2024-08-15T23:00,25.0,94,0.0,100,5.8
2024-08-16T00:00,25.2,93,0.0,100,5.1
2024-08-16T01:00,25.2,93,0.0,100,5.0
2024-08-16T02:00,25.0,95,0.1,100,3.3
2024-08-16T03:00,24.6,97,0.1,97,3.3
2024-08-16T04:00,24.3,99,0.0,100,2.5
2024-08-16T05:00,23.8,100,0.0,100,1.1
2024-08-16T06:00,24.8,97,0.0,100,3.4
2024-08-16T07:00,25.7,94,0.0,100,1.9
2024-08-16T08:00,27.3,84,0.0,100,5.6
2024-08-16T09:00,28.5,80,0.1,100,6.4
2024-08-16T10:00,29.3,77,0.0,100,5.8
2024-08-16T11:00,30.0,74,0.3,100,4.7
2024-08-16T12:00,30.7,73,0.2,99,8.3
2024-08-16T13:00,28.3,81,8.6,100,17.6
2024-08-16T14:00,28.4,81,2.1,100,18.8
2024-08-16T15:00,27.4,86,0.2,97,14.8
2024-08-16T16:00,26.9,83,4.8,100,11.4
2024-08-16T17:00,26.3,88,0.7,100,10.2
2024-08-16T18:00,26.3,92,1.2,100,1.3
